"item_title","item_link","item_description","item_pub_date","item_guid"
"Kamerbrief over verzending rapportage met de nulmeting van de Monitor Zeggenschap 2023 inclusief bijhorende factsheet","https://www.rijksoverheid.nl/documenten/kamerstukken/2024/03/01/kamerbrief-over-verzending-rapportage-met-de-nulmeting-van-de-monitor-zeggenschap-2023-inclusief-bijhorende-factsheet","Kamerbrief over verzending rapportage met de nulmeting van de Monitor Zeggenschap 2023 inclusief bijhorende factsheet",2024-03-01 15:06:49,"30982d42-c41a-4a0e-9524-4cddaac2bb05"
"Uitstelbrief bij Kamervragen over het stoppen van basis geestelijke gezondheidszorg door een grote zorgaanbieder","https://www.rijksoverheid.nl/documenten/kamerstukken/2024/03/01/uitstelbrief-bij-kamervragen-over-het-stoppen-van-basis-geestelijke-gezondheidszorg-door-een-grote-zorgaanbieder","Uitstelbrief bij Kamervragen over het stoppen van basis geestelijke gezondheidszorg door een grote zorgaanbieder",2024-03-01 13:47:06,"4204fbc6-d336-4469-85e7-6cca0736a63c"
"Uitstelbrief bij Kamervragen over topsalarissen zorgbestuurders","https://www.rijksoverheid.nl/documenten/kamerstukken/2024/02/29/uitstelbrief-op-kamervragen-over-de-topsalarissen-van-zorgbestuurders","Minister Helder (VWS) meldt dat de antwoorden op vragen over de topsalarissen van zorgbestuurders later komen dan gebruikelijk.Uitstelbrief bij Kamervragen over topsalarissen zorgbestuurders",2024-03-01 13:44:29,"4b210ca6-56e4-47c0-a062-4544a15405df"
"Kamerbrief COVID-19 vaccinatieronde najaar 2024","https://www.rijksoverheid.nl/documenten/kamerstukken/2024/02/29/kamerbrief-over-besluit-covid-19-vaccinatieronde-najaar-2024","Minister Dijkstra (Medische Zorg) informeert de Tweede Kamer over de COVID-19-vaccinatieronde in het najaar van 2024.Kamerbrief COVID-19 vaccinatieronde najaar 2024",2024-02-29 16:01:43,"de777ba8-1f00-4287-a784-4248ede5a193"
"Aanbiedingsbrief advies sectoroverstijgende prestatie","https://www.rijksoverheid.nl/documenten/kamerstukken/2024/02/29/aanbieden-advies-sectoroverstijgende-prestatie","Minister Helder (VWS) stuurt de Tweede Kamer het advies van de Nederlandse Zorgautoriteit en Zorginstituut Nederland over de mogelijkheid van het realiseren van een sectoroverstijgende prestatie binnen de Zorgverzekeringswet en binnen de Wet langdurige zorg.Aanbiedingsbrief advies sectoroverstijgende prestatie",2024-02-29 15:28:53,"56ce7bd4-f9a7-4b02-b237-608791ddc6fb"
"Uitstelbrief bij Kamervragen over het online verstrekken van abortuspillen","https://www.rijksoverheid.nl/documenten/kamerstukken/2024/02/29/uitstelbrief-antwoorden-kamervragen-over-het-online-verstrekken-van-abortuspillen","Minister Dijkstra (Medische Zorg) meldt dat de antwoorden op vragen over het online verstrekken van abortuspillen later komen dan gebruikelijk. Het Tweede Kamerlid Diederik van Dijk (SGP) heeft de vragen gesteld.Uitstelbrief bij Kamervragen over het online verstrekken van abortuspillen",2024-02-29 11:32:23,"237180f9-999e-45f0-86ff-5b0eb7486547"
"Kamerbrief Eindrapport Toekomst Toeslagenstelsel","https://www.rijksoverheid.nl/documenten/kamerstukken/2024/02/09/kamerbrief-eindrapport-toekomst-toeslagenstelsel","Staatssecretaris De Vries (Toeslagen en Douane), ministers Van Gennip (SZW), Dijkstra (Medische Zorg) en De Jonge (BZK) bieden de Eerste en Tweede Kamer een verkenning aan naar alternatieven voor het toeslagenstelsel. De verkenning bevat een breed scala aan mogelijke alternatieven waar een volgend kabinet uit kan kiezen.Kamerbrief Eindrapport Toekomst Toeslagenstelsel",2024-02-29 09:41:34,"bd45b193-02c2-4048-8b7d-195b9ba23cb3"
"Antwoorden op Kamervragen over KNMG-gedragscode ","https://www.rijksoverheid.nl/documenten/kamerstukken/2024/02/28/antwoorden-op-kamervragen-over-de-knmg-gedragscode","Minister Dijkstra (Medische Zorg) geeft antwoord op vragen over de gedragscode van de KNMG. Het Tweede Kamerlid Van Houwelingen (FvD) heeft deze vragen gesteld.Antwoorden op Kamervragen over KNMG-gedragscode",2024-02-28 17:02:35,"7a1ef492-23ad-46cf-8103-e27ac77f0cc0"
"Kamerbrief bij landelijke rapportage cliëntervaringsonderzoek Wmo 2023","https://www.rijksoverheid.nl/documenten/kamerstukken/2024/02/28/kamerbrief-over-landelijke-rapportage-clientervaringsonderzoek-wmo-verantwoordingsjaar-2023","Staatssecretaris Van Ooijen (VWS) informeert de Tweede Kamer over de uitkomsten van het cliëntervaringsonderzoek Wmo over 2023. Wmo staat voor Wet maatschappelijke ondersteuning 2015.Kamerbrief bij landelijke rapportage cliëntervaringsonderzoek Wmo 2023",2024-02-28 16:40:36,"5c1fd634-4fb1-4a3a-94e5-cb10f0641621"
"Kamerbrief nader advies vitamine K-prik pasgeborenen","https://www.rijksoverheid.nl/documenten/kamerstukken/2024/02/28/kamerbrief-over-vitamine-k-profylaxe-beleid","Staatssecretaris Van Ooijen (VWS) meldt de Tweede Kamer dat hij de Gezondheidsraad gaat vragen om een actualisering van het advies uit 2017 over vitamine K bij pasgeborenen. Het intramusculair toedienen van vitamine K bij pasgeborenen via een injectie begint daarom niet op 1 januari 2025.Kamerbrief nader advies vitamine K-prik pasgeborenen",2024-02-28 16:04:45,"307df318-f308-4f06-a1c3-6e698977d9da"
