"item_title","item_link","item_description","item_pub_date","item_guid"
"Kamerbrief Eindrapport Veehouderij en Gezondheid Omwonenden (VGO-III)","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/03/07/eindrapport-veehouderij-en-gezondheid-omwonenden-vgo-iii","Minister Wiersma (LVVN) en minister Agema (VWS) informeren de Eerste Kamer over de uitkomsten van een  langlopend onderzoek ‘Veehouderij en gezondheid omwonenden’ (VGO-III). Het eindrapport omvat een actualisatie van epidemiologische studies (periode 2014-2019) naar het verhoogd risico op longontstekingen bij mensen die in de buurt wonen van geitenhouderijen. Verder is in verschillende studies uitgebreid onderzoek verricht naar de mogelijke oorzaak van longontstekingen in de buurt van geitenhouderijen (periode 2018-2024). Het onderzoek is uitgevoerd door het RIVM, de Universiteit Utrecht, Wageningen University & Research (WUR) en het Nivel (Nederlands Instituut voor Onderzoek van de Gezondheidszorg). Het eindrapport van het onderzoek is bij deze brief aan de Eerste Kamer gestuurd.  Kamerbrief Eindrapport Veehouderij en Gezondheid Omwonenden (VGO-III)",2025-03-07 17:20:48,"3093223b-22c9-48d3-b107-e4d604fe5b9c"
"Antwoorden op Kamervragen over bericht patiëntenstop genderpoli AUMC","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/03/07/antwoorden-op-kamervragen-over-het-bericht-dat-de-genderpoli-van-het-amsterdam-umc-voorlopig-geen-nieuwe-volwassenen-in-behandeling-neemt-vanwege-overbelasting","Minister Agema (VWS) stuurt de Tweede Kamer haar antwoorden op Kamervragen over het bericht dat de genderpoli van het Amsterdam UMC (AUMC) voorlopig geen nieuwe volwassenen in behandeling neemt vanwege overbelasting. De Tweede Kamerleden Westerveld en Slagt-Tichelman (beiden GL-PvdA) hadden de vragen gesteld.  Antwoorden op Kamervragen over bericht patiëntenstop genderpoli AUMC",2025-03-07 15:19:00,"19e0646b-4e1f-447d-97c0-f86164309431"
"Uitstelbrief antwoorden Kamervragen over NIVEL-rapport over oversterfte","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/03/07/uitstelbrief-antwoorden-kamervragen-over-het-nivel-rapport-over-oversterfte","Staatssecretaris Karremans (Jeugd, Preventie en Sport) meldt de Tweede Kamer dat de antwoorden op vragen over het NIVEL-rapport over oversterfte later komen dan gebruikelijk.Uitstelbrief antwoorden Kamervragen over NIVEL-rapport over oversterfte",2025-03-07 10:51:22,"fb71bc67-de44-4b1f-82c4-31290570d0a6"
"Kamerbrief verslag Europese Gezondheidsraad 3 december 2024","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/03/06/kamerbrief-over-verslag-formele-eu-gezondheidsraad-3-december-2024","Minister Agema (VWS) doet de Tweede Kamer verslag van de formele Gezondheidsraad van 3 december 2024. Op de agenda stonden de voortgang van de herziening van de farmaceutische wetgeving, een beleidsdebat over de Europese Gezondheidsunie, de Raadsaanbeveling rook- en aerosolvrije omgevingen, Raadsconclusies over cardiovasculaire gezondheid en over orgaandonatie en -transplantatie, en een debat over de leveringszekerheid van medicijnen. De Eerste Kamer heeft eenzelfde brief gekregen.Kamerbrief verslag Europese Gezondheidsraad 3 december 2024",2025-03-07 08:55:12,"ed46783e-5362-472a-8930-2c8d0a4f0d38"
"Antwoorden op Kamervragen over toename prostaatkanker","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/03/06/antwoorden-op-kamervragen-het-bericht-diagnose-prostaatkanker-nu-bijna-net-zo-vaak-als-borstkanker-vorig-jaar-15-000-keer","Staatssecretaris Karremans (Jeugd, Preventie en Sport) geeft antwoord op vragen over het bericht ‘Diagnose prostaatkanker nu bijna net zo vaak als borstkanker, vorig jaar 15.000 keer’. Het Tweede Kamerlid Rikkers-Oosterkamp (BBB) heeft deze vragen gesteld.Antwoorden op Kamervragen over toename prostaatkanker",2025-03-07 08:53:33,"dbbce9f9-fa15-403a-a064-0d94dc1b6205"
"Antwoorden op Kamervragen over mentale gezondheid van jongvolwassenen","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/03/06/antwoorden-op-kamervragen-het-bericht-dat-de-helft-van-de-jongvolwassenen-hun-mentale-gezondheid-niet-goed-noemt","Staatssecretaris Karremans (Jeugd, Preventie en Sport) geeft antwoord op vragen over het bericht dat de helft van de jongvolwassenen hun mentale gezondheid niet goed noemt. Het Tweede Kamerlid Dobbe (SP) heeft deze vragen gesteld.Antwoorden op Kamervragen over mentale gezondheid van jongvolwassenen",2025-03-07 08:43:12,"bb67938b-ed52-4be2-b793-cb1c36de259f"
"Kamerbrief over de kosten van gordelroosvaccinatie ","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/03/06/kamerbrief-over-gordelroosvaccinatie-financiele-scenario-s","Staatssecretaris Karremans (Jeugd, Preventie en Sport) informeert de Tweede Kamer over de kosten voor het aanbieden van voor vaccinatie tegen gordelroos. Daarnaast gaat de brief over welke andere positieve Gezondheidsraadadviezen over vaccinaties zijn verschenen, maar nog niet zijn overgenomen.Kamerbrief over de kosten van gordelroosvaccinatie",2025-03-07 08:31:01,"0adb051a-6c5a-49d0-92e7-28c26cc29797"
"Kamerbrief over geannoteerde agenda informele EU Gezondheidsraad, 24-25 maart 2025, Warschau","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/03/06/kamerbrief-over-geannoteerde-agenda-informele-eu-gezondheidsraad-24-25-maart-2025-warschau","Staatssecretaris Karremans (Jeugd, Preventie en Sport) biedt de Tweede Kamer de Geannoteerde Agenda aan van de informele EU Gezondheidsraad van 24-25 maart 2025 in Warschau, Polen. Eenzelfde brief is aan de Eerste Kamer verstuurd.Kamerbrief over geannoteerde agenda informele EU Gezondheidsraad, 24-25 maart 2025, Warschau",2025-03-06 15:28:01,"efa1157e-cc30-4961-bcaf-dde083bf678f"
"Kamerbrief private equity en winst in de zorg","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/03/05/kamerbrief-inzake-private-equity-en-winst-in-de-zorg","Minister Agema (VWS) informeert de Tweede Kamer over de manier waarop zij wil omgaan met private equity en winst in de zorg. De minister reageert hiermee op verschillende moties over dit onderwerp.Kamerbrief private equity en winst in de zorg",2025-03-05 16:23:40,"7051f809-0a46-4a60-b725-efff401ab6ee"
"Antwoorden op Kamervragen over opnamestops SEH's door overbelasting ziekenhuizen","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/03/05/antwoorden-op-kamervragen-over-opnamestops-op-seh-s-door-de-overbelasting-van-ziekenhuizen","Minister Agema (VWS) geeft antwoord op vragen over opnamestops op afdelingen spoedeisende hulp (SEH) door de overbelasting van ziekenhuizen. Het Tweede Kamerlid Bushoff (GroenLinks-PvdA) heeft deze vragen gesteld.Antwoorden op Kamervragen over opnamestops SEH's door overbelasting ziekenhuizen",2025-03-05 16:21:06,"5cd98540-767a-497a-b1eb-eb87ae94df3f"
