"item_title","item_link","item_description","item_pub_date","item_guid"
"Kamerbrief over appreciatie gewijzigde moties debat hervormingen jeugdzorg","https://www.rijksoverheid.nl/documenten/kamerstukken/2023/07/04/kamerbrief-over-appreciatie-gewijzigde-moties-debat-hervormingen-jeugdzorg","Kamerbrief over appreciatie gewijzigde moties debat hervormingen jeugdzorg",2023-07-04 10:49:34,"fd3e97de-5a07-4fec-bcc2-185c4d7bd12b"
"Kamerbrief over reactie CBG op verzoek minister over indeling van bepaalde zelfzorggeneesmiddelen","https://www.rijksoverheid.nl/documenten/kamerstukken/2023/07/04/kamerbrief-over-reactie-cbg-op-verzoek-minister-betreffende-de-indeling-van-bepaalde-zelfzorggeneesmiddelen","Minister Kuipers (VWS) stuurt de Tweede Kamer een brief over de reactie van CBG op het verzoek van de minister over de indeling van bepaalde zelfzorggeneesmiddelen. De Eerste Kamer heeft eenzelfde brief gekregenKamerbrief over reactie CBG op verzoek minister over indeling van bepaalde zelfzorggeneesmiddelen",2023-07-04 10:23:17,"cf22b1f2-fdf3-4b1f-a76b-ad1ce2f29319"
"Antwoorden op Kamervragen over het bericht ‘Mindervaliden wachten soms maanden op reparatie rolstoel: ‘Al 2,5 jaar bezig’’ ","https://www.rijksoverheid.nl/documenten/kamerstukken/2023/07/04/antwoorden-op-kamervragen-over-het-bericht-mindervaliden-wachten-soms-maanden-op-reparatie-rolstoel-al-2-5-jaar-bezig","Antwoorden op Kamervragen over het bericht ‘Mindervaliden wachten soms maanden op reparatie rolstoel: ‘Al 2,5 jaar bezig’’",2023-07-04 10:19:29,"488085f6-ea74-4f5e-bf03-924752ba007d"
"Antwoorden op Kamervragen over het bericht ‘Miljoenen voor actieplan dakloosheid dreigen niet juist te worden uitgegeven: ‘Schandalig’’ ","https://www.rijksoverheid.nl/documenten/kamerstukken/2023/07/04/antwoorden-op-kamervragen-over-het-bericht-miljoenen-voor-actieplan-dakloosheid-dreigen-niet-juist-te-worden-uitgegeven-schandalig","Antwoorden op Kamervragen over het bericht ‘Miljoenen voor actieplan dakloosheid dreigen niet juist te worden uitgegeven: ‘Schandalig’’",2023-07-04 10:07:52,"6865c2b5-e881-43e7-a60f-4262cb415bb6"
"Kamerbrief over afschrift brief TK Beantwoording schriftelijk overleg inzake beleidsreactie evaluatierapport Wvggz en Wzd","https://www.rijksoverheid.nl/documenten/kamerstukken/2023/07/04/kamerbrief-over-afschrift-brief-tk-beantwoording-schriftelijk-overleg-inzake-beleidsreactie-evaluatierapport-wvggz-en-wzd","Kamerbrief over afschrift brief TK Beantwoording schriftelijk overleg inzake beleidsreactie evaluatierapport Wvggz en Wzd",2023-07-04 09:58:53,"baad38a5-c0fa-4b51-9499-06f540ac3c00"
"Kamerbrief voortgang beschikbaarheid medische producten","https://www.rijksoverheid.nl/documenten/kamerstukken/2023/07/04/kamerbrief-over-voortgang-beschikbaarheid-medische-producten","Minister Kuipers (VWS) informeert de Tweede Kamer over de stand van zaken van de aanpak van tekorten aan medische producten, waaronder medicijnen.Kamerbrief voortgang beschikbaarheid medische producten",2023-07-04 09:58:43,"571807fe-aae7-4d94-b5fa-08020d1db2a3"
"Kamerbrief over afschrift brief TK Beantwoording schriftelijk overleg inzake beleidsreactie evaluatierapport Wvggz en Wzd","https://www.rijksoverheid.nl/documenten/kamerstukken/2023/07/04/kamerbrief-over-afschrift-brief-tk-beantwoording-schriftelijk-overleg-inzake-beleidsreactie-evaluatierapport-wvggz-en-wzd%5B2%5D","Kamerbrief over afschrift brief TK Beantwoording schriftelijk overleg inzake beleidsreactie evaluatierapport Wvggz en Wzd",2023-07-04 09:58:28,"497de71c-bb1e-4bc3-b3ca-3e6713d8cef3"
"Uitstelbrief antwoorden Kamervragen over de toename van obesitas onder jongeren","https://www.rijksoverheid.nl/documenten/kamerstukken/2023/07/04/uitstelbrief-antwoorden-kamervragen-over-de-toename-van-obesitas-onder-jongeren","Staatssecretaris van Ooijen (VWS) stuurt de Tweede Kamer een uitstelbrief over de antwoorden op Kamervragen over de toename van obesitas onder jongeren. Het Tweede Kamerlid Westerveld (GroenLinks) heeft de vragen gesteld.Uitstelbrief antwoorden Kamervragen over de toename van obesitas onder jongeren",2023-07-04 09:38:51,"98f37c30-b1fd-4682-a94c-5c059ec2d8f1"
"Antwoorden op Kamervragen (VSO) over NZa-advies structurele bekostiging meer tijd voor de patiënt","https://www.rijksoverheid.nl/documenten/kamerstukken/2023/07/03/kamerbrief-over-so-inzake-nza-advies-structurele-bekostiging-meer-tijd-voor-de-patient","Minister Kuipers (VWS) geeft antwoord op vragen over de brief over het NZa-advies over structurele bekostiging van meer tijd voor de patiënt (MTVP) in de huisartsenzorg. De vaste Tweede Kamercommissie voor Volksgezondheid, Welzijn en Sport heeft de vragen gesteld. Antwoorden op Kamervragen (VSO) over NZa-advies structurele bekostiging meer tijd voor de patiënt",2023-07-03 15:19:46,"94b54fcc-bb43-45eb-882c-064f6f22dd9f"
"Uitstelbrief bij Kamervragen over e-mailverkeer van en naar het ministerie van Volksgezondheid, Welzijn en Sport dat onlangs is vrijgegeven","https://www.rijksoverheid.nl/documenten/kamerstukken/2023/07/03/uitstelbrief-antwoorden-kamervragen-over-e-mailverkeer-van-en-naar-het-ministerie-van-volksgezondheid-welzijn-en-sport-dat-onlangs-is-vrijgegeven","Staatssecretaris Van Ooijen (VWS) meldt dat de antwoorden op vragen over e-mailverkeer van en naar het ministerie van Volksgezondheid, Welzijn en Sport dat onlangs is vrijgegeven, later komen dan gebruikelijk. Het Tweede Kamerlid Van Houwelingen (FvD) heeft de vragen gesteld. Uitstelbrief bij Kamervragen over e-mailverkeer van en naar het ministerie van Volksgezondheid, Welzijn en Sport dat onlangs is vrijgegeven",2023-07-03 14:51:05,"aa0fd9eb-d1d4-463f-a520-142b23c93894"
"Kamerbrief over Voortgang programma Wonen, Ondersteuning en Zorg voor Ouderen","https://www.rijksoverheid.nl/documenten/kamerstukken/2023/07/03/kamerbrief-over-voortgang-programma-wonen-ondersteuning-en-zorg-voor-ouderen","Kamerbrief over Voortgang programma Wonen, Ondersteuning en Zorg voor Ouderen",2023-07-03 14:46:27,"9fb46fe3-f19b-4b27-8a5e-03f0289c2959"
"Antwoorden op Kamervragen over stand van zaken voorhang doorontwikkeling van bekostiging wijkverpleging","https://www.rijksoverheid.nl/documenten/kamerstukken/2023/07/03/kamerbrief-over-so-stand-van-zaken-over-de-voorhang-doorontwikkeling-van-bekostiging-wijkverpleging-op-basis-van-clientprofielen-volgens-het-draagkracht-draaglast-model","Minister Helder (Langdurige Zorg en Sport) geeft antwoord op vragen over de stand van zaken van de voorhang 'doorontwikkeling van bekostiging wijkverpleging op basis van  cliëntprofielen volgens het Draagkracht Draaglast model’. De vaste Tweede Kamercommissie voor Volksgezondheid, Welzijn en Sport heeft de vragen gesteld. Antwoorden op Kamervragen over stand van zaken voorhang doorontwikkeling van bekostiging wijkverpleging",2023-07-03 14:28:08,"82a2fca5-3aff-446b-bd79-b9308792a9c3"
"Kamerbrief over IBO-rapport ouderenzorg","https://www.rijksoverheid.nl/documenten/kamerstukken/2023/07/03/kamerbrief-over-ibo-rapport-ouderenzorg","Kamerbrief over IBO-rapport ouderenzorg",2023-07-03 13:48:39,"740f31ef-2199-45ea-9f5f-bd7833b301ab"
"Antwoorden op Kamervragen over de vertraging omtrent de nieuwe bekostiging van wijkverpleging en het in stand houden van de 5-minutenregistratie ","https://www.rijksoverheid.nl/documenten/kamerstukken/2023/07/03/antwoorden-op-kamervragen-over-de-vertraging-omtrent-de-nieuwe-bekostiging-van-wijkverpleging-en-het-in-stand-houden-van-de-5-minutenregistratie","Antwoorden op Kamervragen over de vertraging omtrent de nieuwe bekostiging van wijkverpleging en het in stand houden van de 5-minutenregistratie",2023-07-03 11:31:18,"162c8649-3f0c-4e20-bb77-09e883f36ea6"
"Kamerbrief over Ontwikkelingen Caribisch Nederland","https://www.rijksoverheid.nl/documenten/kamerstukken/2023/07/03/kamerbrief-over-ontwikkelingen-caribisch-nederland","Staatssecretaris van Ooijen (VWS) informeert de Tweede Kamer over zijn bezoek aan Bonaire en Curaçao van 5 juni tot en met 9 juni 2023. Kamerbrief over Ontwikkelingen Caribisch Nederland",2023-07-03 10:08:52,"04c3985e-2cc5-44fe-9e96-f4191ca42fc6"
"Kamerbrief over Stand van zakenbrief moties en toezeggingen zomerreces 2023","https://www.rijksoverheid.nl/documenten/kamerstukken/2023/06/30/kamerbrief-over-stand-van-zakenbrief-moties-en-toezeggingen-zomerreces-2023","Kamerbrief over Stand van zakenbrief moties en toezeggingen zomerreces 2023",2023-06-30 15:58:35,"df595ad8-8233-4904-8949-5998f999aaab"
"Kamerbrief over de positie van patiënten en cliënten binnen het zorgsysteem ","https://www.rijksoverheid.nl/documenten/kamerstukken/2023/06/30/kamerbrief-over-reactie-inzake-de-petitie-meer-geld-voor-patienten-clienten-en-gehandicaptenorganisaties-d-d-9-mei-2023-en-so-over-kamerbrief-over-versterking-van-de-positie-van-patienten-en-clienten-binnen-het-zorgsysteem","Minister Helder (Langdurige Zorg en Sport) Helder reageert op vragen en opmerkingen over de brief over de versterking van de positie van patiënten en cliënten binnen het zorgsysteem en de nieuwe subsidieregeling voor patiënten- en gehandicaptenorganisaties 2024-2028. De vragen zijn van de vaste commissie voor Volksgezondheid, Welzijn en Sport. Tevens reageert zij op de petitie ‘Meer geld voor patiënten-, cliënten-, en gehandicaptenorganisaties’ van Patiëntenfederatie Nederland, MIND en Ieder(in). Kamerbrief over de positie van patiënten en cliënten binnen het zorgsysteem",2023-06-30 15:56:11,"4bc55dc6-7ad8-41d6-b81f-34d989db5656"
"Kamerbrief over voorhang ontwerpbesluit tranchering eigen risico medisch-specialistische zorg","https://www.rijksoverheid.nl/documenten/kamerstukken/2023/06/30/kamerbrief-over-voorhang-ontwerpbesluit-tranchering-eigen-risico-medisch-specialistische-zorg","Minister Kuipers (VWS) biedt de Eerste en Tweede Kamer voorhang ontwerpbesluit tranchering eigen risico medisch-specialistische zorg aan De Eerste Kamer heeft eenzelfde brief gekregenKamerbrief over voorhang ontwerpbesluit tranchering eigen risico medisch-specialistische zorg",2023-06-30 15:26:45,"4193b626-4b93-4b87-a93a-99b54a53ac3e"
"Kamerbrief reactie op motie over rechtmatigheid uitgaven","https://www.rijksoverheid.nl/documenten/kamerstukken/2023/06/30/kamerbrief-over-appreciatie-gewijzigde-motie-van-houwelingen-over-ervoor-zorgen-dat-uitgaven-behorende-bij-nieuwe-beleidsvoornemens-rechtmatig-worden-vormgegeven","Minister Kuipers (VWS) reageert op de gewijzigde motie-Van Houwelingen. Deze motie gaat over ervoor zorgen dat uitgaven behorende bij nieuwe beleidsvoornemens rechtmatig worden vormgegeven.Kamerbrief reactie op motie over rechtmatigheid uitgaven",2023-06-30 14:59:43,"0746195b-31fb-4707-997b-7dd10fc3294b"
"Antwoorden op Kamervragen over de groeiende rol van private equity in de zorg","https://www.rijksoverheid.nl/documenten/kamerstukken/2023/06/30/antwoorden-op-kamervragen-over-de-groeiende-rol-van-private-equity-in-de-zorg","Minister Kuipers (VWS) beantwoordt vragen over de groeiende rol van private equity in de zorg. De vragen zijn van het Kamerlid Bushoff (PvdA).Antwoorden op Kamervragen over de groeiende rol van private equity in de zorg",2023-06-30 14:58:48,"750f28d3-8a4e-4096-9104-e87c4fc335cd"
