"item_title","item_link","item_description","item_pub_date","item_guid"
"Kamerbrief over testen van huisdieren op vogelgriep","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/12/16/testen-van-huisdieren-op-vogelgriep","Minister Wiersma (LVVN) informeert de Tweede Kamer over de actuele vogelgriepsituatie inclusief het controleren van wilde vogels. Zij gaat ook in op het testen van katten en honden op vogelgriep.Kamerbrief over testen van huisdieren op vogelgriep",2025-12-16 11:09:53,"16568a01-0d3f-4438-a3d7-26dd4268660e"
"Kamerbrief over Laatste Voortgangsrapportage Eén tegen eenzaamheid en Aanpak Eén tegen eenzaamheid 2026","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/12/16/kamerbrief-over-laatste-voortgangsrapportage-een-tegen-eenzaamheid-en-aanpak-een-tegen-eenzaamheid-2026","Kamerbrief over Laatste Voortgangsrapportage Eén tegen eenzaamheid en Aanpak Eén tegen eenzaamheid 2026",2025-12-16 08:06:50,"c8b0ca00-6020-4eb4-9738-9abb56ebf28a"
"Antwoorden op Kamervragen over het bericht 'Coöperatie Laatste Wil komt met nieuwe levenseindemethode","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/12/15/antwoorden-op-kamervragen-over-het-bericht-cooperatie-laatste-wil-komt-met-nieuwe-levenseindemethode","Antwoorden op Kamervragen over het bericht 'Coöperatie Laatste Wil komt met nieuwe levenseindemethode",2025-12-15 16:21:54,"03997040-96bf-4477-8e7c-19528876bade"
"Antwoorden Kamervragen over de inzet van sport en bewegen in de aanpak preventie en weerbaarheid jongeren","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/12/15/antwoorden-kamervragen-over-de-inzet-van-sport-en-bewegen-in-de-aanpak-preventie-en-weerbaarheid-jongeren","Minister Van Oosten (JenV) geeft antwoord op Kamervragen over de inzet van sport en bewegen bij het verbeteren van veiligheid en leefbaarheid in wijken en om te voorkomen dat jongeren in de criminaliteit belanden. Het Tweede Kamerlid Van Nispen (SP) had de vragen gesteld.Antwoorden Kamervragen over de inzet van sport en bewegen in de aanpak preventie en weerbaarheid jongeren",2025-12-15 16:09:09,"9fe8e612-9047-4e30-8cfb-11d542a239e1"
"Kamerbrief over gebruik uitzonderingsgrond artikel 2.25 lid 2 Comptabiliteitswet 2016","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/12/15/kamerbrief-over-gebruik-uitzonderingsgrond-artikel-2-25-lid-2-comptabiliteitswet-2016","De Eerste Kamer heeft eenzelfde brief gekregen.Kamerbrief over gebruik uitzonderingsgrond artikel 2.25 lid 2 Comptabiliteitswet 2016",2025-12-15 16:03:07,"a1330666-e967-46c1-b872-ea33b260d10e"
"Voorhangbrief uitstel bekostigingsexperiment tijdelijk verblijf en ambulante grz","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/12/15/voorhangbrief-uitstel-bekostigingsexperiment-tijdelijk-verblijf-en-ambulante-grz","Eenzelfde brief is naar de EK verstuurd.Voorhangbrief uitstel bekostigingsexperiment tijdelijk verblijf en ambulante grz",2025-12-15 15:38:21,"cf6932db-bd15-4b3b-ac8b-c93a2a865467"
"Kamerbrief over Nadere informatie continuïteit van gehandicaptenzorg in Drenthe en Groningen","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/12/15/kamerbrief-over-nadere-informatie-continuiteit-van-gehandicaptenzorg-in-drenthe-en-groningen","Kamerbrief over Nadere informatie continuïteit van gehandicaptenzorg in Drenthe en Groningen",2025-12-15 15:29:47,"734510cd-a0ca-421c-8654-01d8d1839106"
"Kamerbrief inzake de Veegbrief 2025","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/12/15/kamerbrief-inzake-de-veegbrief-2025","de zelfde stukken zijn ook naar de Eerste Kamer gestuurdKamerbrief inzake de Veegbrief 2025",2025-12-15 15:29:17,"64f45860-fe5b-4947-ba96-ff4a304ca151"
"Kamerbrief over bestaanszekerheid van ouders van (zorgintensieve) kinderen met een Zvw-pgb","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/12/15/kamerbrief-over-bestaanszekerheid-van-ouders-van-zorgintensieve-kinderen-met-een-zvw-pgb","Kamerbrief over bestaanszekerheid van ouders van (zorgintensieve) kinderen met een Zvw-pgb",2025-12-15 15:28:12,"e0ba2abb-68d8-4e29-a6a1-91bd1c0ad48e"
"Kamerbrief over Voortgang bestuurlijke afspraken zorg voor aangeboren hartafwijkingen","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/12/15/kamerbrief-over-voortgang-bestuurlijke-afspraken-zorg-voor-aangeboren-hartafwijkingen","Kamerbrief over Voortgang bestuurlijke afspraken zorg voor aangeboren hartafwijkingen",2025-12-15 15:02:26,"d5a796ee-a97d-4a53-8385-8ee1bdb758bc"
