"item_title","item_link","item_description","item_pub_date","item_guid"
"Kamerbrief over Motie van het lid De Korte over adviezen van het rapport Elke regio telt! meenemen in beleidsvorming","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/09/09/kamerbrief-over-motie-van-het-lid-de-korte-over-adviezen-van-het-rapport-elke-regio-telt-meenemen-in-beleidsvorming","Kamerbrief over Motie van het lid De Korte over adviezen van het rapport Elke regio telt! meenemen in beleidsvorming",2025-09-09 14:57:54,"133801e3-128b-46bb-a235-7a8db77f48bf"
"Antwoord op Kamervragen over farmapiraterij en medicijnkaping","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/09/09/antwoord-op-kamervragen-over-farmapiraterij-en-medicijnkaping","Antwoord op Kamervragen over farmapiraterij en medicijnkaping",2025-09-09 14:52:23,"c7d9e104-4673-452a-85c6-1555b237cf1f"
"Kamerbrief over afschrift reactie op brief Groep 34 m.b.t. advies Gezondheidsraad en de beleidsreactie op het advies","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/09/09/kamerbrief-over-afschrift-reactie-op-brief-groep-34-m-b-t-advies-gezondheidsraad-en-de-beleidsreactie-op-het-advies","Kamerbrief over afschrift reactie op brief Groep 34 m.b.t. advies Gezondheidsraad en de beleidsreactie op het advies",2025-09-09 14:51:18,"027e5039-e0cf-43dd-86fb-fc8b02767c1a"
"Kamerbrief over  het bericht ‘Ouderen onnodige lang in het ziekenhuis’","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/09/09/kamerbrief-over-het-bericht-ouderen-onnodige-lang-in-het-ziekenhuis","Kamerbrief over  het bericht ‘Ouderen onnodige lang in het ziekenhuis’",2025-09-09 14:44:43,"8655db7b-7235-4a45-b230-db382e7fd56f"
"Beantwoording Kamervragen over het artikel 'Zuyderland 21,5 miljoen euro in de plus'","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/09/09/beantwoording-kamervragen-over-het-artikel-zuyderland-21-5-miljoen-euro-in-de-plus","Beantwoording Kamervragen over het artikel 'Zuyderland 21,5 miljoen euro in de plus'",2025-09-09 14:39:37,"4663cc13-a8d8-4a24-a262-6dbbb4d37844"
"Antwoorden op aanvullende Kamervragen over ontwerpregeling maximumprijzen geneesmiddelen per 1 oktober 2025","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/09/08/kamerbrief-over-beantwoording-nadere-kamervragen-van-de-bbb-en-sp-fracties-over-de-ontwerpregeling-maximumprijzen-geneesmiddelen-per-1-oktober-2025","Minister Bruijn (VWS) geeft antwoord op nadere vragen over de ontwerpregeling maximumprijzen geneesmiddelen per 1 oktober 2025. De Eerste Kamerfracties van BBB en SP hebben de vragen gesteld.Antwoorden op aanvullende Kamervragen over ontwerpregeling maximumprijzen geneesmiddelen per 1 oktober 2025",2025-09-09 14:17:19,"61ab3160-c7ee-4e3f-a459-0b2ed497bba2"
"Kamerbrief resultaten monitoring Integraal Zorgakkoord","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/09/08/kamerbrief-inzake-voortgang-iza-1-meting-monitor-van-de-beweging","Minister Bruijn (VWS) informeert de Tweede Kamer over de resultaten van de monitoring van de veranderingen in de zorg naar aanleiding van het Integraal Zorgakkoord (IZA).Kamerbrief resultaten monitoring Integraal Zorgakkoord",2025-09-09 14:15:38,"1bf7cdd8-da79-40a0-9873-614903059e73"
"Antwoorden op Kamervragen over het feit dat de eerder vermeende dakloze 100-jarige vrouw in Tilburg helemaal niet op straat zwierf maar verbleef bij familie in Marokko","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/09/09/antwoorden-op-kamervragen-over-het-feit-dat-de-eerder-vermeende-dakloze-100-jarige-vrouw-in-tilburg-helemaal-niet-op-straat-zwierf-maar-verbleef-bij-familie-in-marokko","Antwoorden op Kamervragen over het feit dat de eerder vermeende dakloze 100-jarige vrouw in Tilburg helemaal niet op straat zwierf maar verbleef bij familie in Marokko",2025-09-09 13:44:24,"bfc5292c-4177-4875-9589-da0e1785e178"
"Antwoorden op Kamervragen over het bericht dat een 100-jarige vrouw een woning vindt na drie jaar op straat te hebben geleefd in Tilburg","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/09/09/antwoorden-op-kamervragen-over-het-bericht-dat-een-100-jarige-vrouw-een-woning-vindt-na-drie-jaar-op-straat-te-hebben-geleefd-in-tilburg","Antwoorden op Kamervragen over het bericht dat een 100-jarige vrouw een woning vindt na drie jaar op straat te hebben geleefd in Tilburg",2025-09-09 13:41:59,"571d960b-950a-4dd9-9b45-e5335e1a2f16"
"Kamerbrief over motie steunpunt bij Wet strafbaarstelling conversiehandelingen","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/09/09/kamerbrief-over-motie-steunpunt-bij-wet-strafbaarstelling-conversiehandelingen","Kamerbrief over motie steunpunt bij Wet strafbaarstelling conversiehandelingen",2025-09-09 12:59:16,"9e4e56c5-8dbb-49ce-a9fc-e5f27cb96f64"
